Root,Path,Title,Name,Type,Status,Publication Date,Size (KB),application/gzip,application/json,application/msaccess,application/msword,application/octet-stream,application/pdf,application/vnd.google-earth.kml+xml,application/vnd.google-earth.kmz,application/vnd.ms-excel,application/vnd.ms-excel.sheet.macroenabled.12,application/vnd.ms-powerpoint,application/vnd.oasis.opendocument.spreadsheet,application/vnd.openxmlformats-officedocument.presentationml.presentation,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/x-bibtex,application/x-director,application/x-download,application/x-font-bdf,application/x-gzip,application/x-netcdf,application/x-rar-compressed,application/x-rlang-transport,application/x-sas-system,application/x-spss-sav,application/x-spss-sps,application/x-spss-syntax,application/x-stata,application/x-tar,application/x-xfig,application/zip,application/zipped-shapefile,audio/aac,audio/mp3,audio/mp4,audio/mpeg,audio/wav,audio/x-aiff,audio/x-m4a,audio/x-wave,image/bmp,image/gif,image/jpeg,image/png,image/tiff,image/vnd.dwg,image/x-portable-graymap,text/comma-separated-values,text/csv,text/html,text/plain,text/plain; charset=US-ASCII,text/plain; charset=UTF-8,text/rtf,text/tab-separated-values,text/x-bibtex,text/x-fixed-field,text/x-fortran,text/x-log,text/xml,text/xml-graphml,text/x-python-script,text/x-sas-syntax; charset=US-ASCII,text/x-spss-syntax,text/x-spss-syntax; charset=US-ASCII,text/x-spss-syntax; charset=UTF-8,text/x-stata-syntax; charset=US-ASCII,type/x-r-syntax,video/3gpp,video/avi,video/mp4,video/quicktime,Totals
York University Dataverse,Nick Ruest Dataverse,#ACA2014,10698,Dataset,RELEASED,2014-06-30 09:32:12.763000,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,Nick Ruest Dataverse,#blogvsbook tweets,10246,Dataset,RELEASED,2012-10-23 02:27:29.607999,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,Nick Ruest Dataverse,Interrogating Access tweets,10599,Dataset,RELEASED,2014-02-19 15:40:31.586000,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
University of Ottawa Dataverse,Dramatic Growth of Open Access Dataverse,Dramatic Growth of Open Access,10660,Dataset,RELEASED,2014-04-07 17:05:28.399000,11276,0,0,0,0,24,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Steve Marks Dataverse,None,Semi-secret Study,10266,Dataset,DEACCESSIONED,2012-12-04 20:53:09.852000,2897,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Steve Marks Dataverse,None,HANDLE test take 2,10014,Dataset,DEACCESSIONED,2011-07-18 10:46:26.372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Steve Marks Dataverse,None,"Access and Support to Education and Training Survey, 2008 [Canada]",LRV9F,Dataset,RELEASED,2012-02-16 16:52:33.684000,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Water snake recapture and morphometric data,10543,Dataset,RELEASED,2013-12-19 15:32:45.928000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Curtis Marsh Climate Data,10401,Dataset,RELEASED,2013-06-11 11:29:13.883000,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Herpetology: Genetic and Morphological Data for a Spring Peeper Contact Zone,10400,Dataset,RELEASED,2013-06-11 11:17:14.738000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Lindsay Lake,10547,Dataset,RELEASED,2013-12-20 10:52:06.582000,2804,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,"Symmetry, quality, and sexual success in male red-winged blackbirds",10397,Dataset,RELEASED,2013-06-11 10:56:27.850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,"QUBS Point Climate Data, 1993-2010",10402,Dataset,RELEASED,2013-06-11 11:45:05.930000,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Annual Reports,10544,Dataset,RELEASED,2013-12-20 10:11:37.526000,199510,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Lake Opinicon,10546,Dataset,RELEASED,2013-12-20 10:47:47.586000,14316,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Warner Lake,10551,Dataset,RELEASED,2013-12-20 11:06:56.542000,3240,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Long Lake,10548,Dataset,RELEASED,2013-12-20 10:55:40.252000,5209,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Elbow Lake,10545,Dataset,RELEASED,2013-12-20 10:41:54.988000,2096,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Round Lake,10550,Dataset,RELEASED,2013-12-20 11:04:25.299000,3689,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Biological Station Data Archive Dataverse,Bathymetry: Poole Lake,10549,Dataset,RELEASED,2013-12-20 10:58:24.206999,2963,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Western University Dataverse,Linda Dunn Dataverse,reference working group,10718,Dataset,DRAFT,2014-07-08 23:08:04.638000,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Western University Dataverse,Linda Dunn Dataverse,wiley online library ebooks working group,10715,Dataset,RELEASED,2014-07-09 10:05:51.676000,9719,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Western University Dataverse,Linda Dunn Dataverse,How to add users to your dataverse study,10716,Dataset,RELEASED,2014-07-08 16:02:22.891000,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,York University Libraries LibQUAL+ Dataverse,LibQUAL+ 2002 Survey,10426,Dataset,RELEASED,2013-06-24 12:15:09.751000,486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,York University Libraries LibQUAL+ Dataverse,LibQUAL+ 2010 Survey,10425,Dataset,RELEASED,2013-06-24 12:14:56.042999,476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,York University Libraries LibQUAL+ Dataverse,LibQUAL+ 2007 Survey,10419,Dataset,RELEASED,2013-06-24 12:08:02.995000,627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
York University Dataverse,York University Libraries LibQUAL+ Dataverse,LibQUAL+ 2004 Survey,10424,Dataset,RELEASED,2013-06-24 12:13:32.563000,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
EnRICH Lab Dataverse,None,Recommendations and evidence for reporting items in pediatric clinical trial protocols and reports: two systematic reviews,10880,Dataset,RELEASED,2015-02-03 10:55:47.527000,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Institute Dataverse,"Canadian Perceptions of India and Trade, 2015",11332,Dataset,RELEASED,2015-12-16 14:31:57.248000,4587,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Neal Scott Arctic Data Dataverse,"Impact of active layer detachments on carbon exchange in a high-Arctic ecosystem, Cape Bounty, Nunavut, Canada (2010)",11825,Dataset,RELEASED,2016-09-20 11:01:44.964000,1779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Global Dataverse,Drone Awareness and Perceptions: A Three Country Study 2014,10798,Dataset,RELEASED,2014-10-07 14:34:06.599000,121805,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,Historical Canadian Macroeconomic Dataset 1871-1994,10342,Dataset,RELEASED,2013-03-15 11:29:42.413001,182,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Practice and Research in Nursing (PRN) Wound Studies, 1999-2009 [Canada]",CORX8,Dataset,RELEASED,2013-08-14 15:15:48.538000,56928,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Frontenac Arch Biosphere Reserve (FABR) Projects Dataverse,"Frontenac Arch Biosphere and Landon Bay Biodiversity Monitoring Meta-Database, 2014",10815,Dataset,RELEASED,2014-12-05 16:30:20.585001,424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Cranial Nonmetric Trait Database, 2013",TTVHX,Dataset,RELEASED,2013-05-22 15:26:58.889000,108658,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Global Dataverse,Christmas or Holiday Season?,10639,Dataset,RELEASED,2014-03-19 13:40:17.981000,5649,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Neal Scott Arctic Data Dataverse,"SPATIAL AND TEMPORAL PATTERNS OF NET CARBON EXCHANGE IN THE POLAR SEMI-DESERT VEGETATION TYPE ON MELVILLE ISLAND, NUNAVUT (2013)",11799,Dataset,RELEASED,2016-05-17 15:48:46.291001,2055,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,Baldwin-Green Study: Canada-U.S. Census of Industry 1867-1940,10341,Dataset,RELEASED,2013-03-15 11:08:39.389000,234,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Global Dataverse,"Public Opinion and the Snowden Affair, 2013",10560,Dataset,RELEASED,2014-01-24 16:22:16.111999,8704,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Canadian Relocation Cases: Heading Towards Guidelines, 2011",10333,Dataset,RELEASED,2013-03-27 11:32:14.595000,1592,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Global Dataverse,Privacy and Surveillance: June 2012 Globalization of Personal Data Follow-up,10558,Dataset,RELEASED,2014-01-24 15:47:20.730001,9616,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Epidemiology of Neuropathic Pain in Canada, 2015",11426,Dataset,RELEASED,2016-02-05 15:16:54.189000,44458,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Frontenac Arch Biosphere Reserve (FABR) Projects Dataverse,"Using a Conservation Biology Blueprint to Protect Seven Species found in the Frontenac Arch Biosphere Reserve, Canada, 2014",10912,Dataset,RELEASED,2015-03-18 13:23:42.552000,6479,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,test study,10471,Dataset,DEACCESSIONED,2013-09-12 14:25:45.883000,3402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,Research Data Management (RDM) Survey of Queen's University's Engineering and Science Departments,11651,Dataset,RELEASED,2016-04-25 16:19:59.087000,6678,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>City of Kingston Dataverse,"City of Kingston Waste Diversion Survey, 2015",11252,Dataset,RELEASED,2015-11-11 09:13:04.868000,5608,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Sagelab Sexual Response to Audio and Visual Sexual Stimuli in Women, 2005-2012 [Canada]",10987,Dataset,RELEASED,2015-06-08 14:18:50.836001,643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Korean War Interviews, 2015",11174,Dataset,RELEASED,2015-10-01 14:00:05.971000,349894,0,0,0,0,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Frontenac Arch Biosphere Reserve (FABR) Projects Dataverse,"Frontenac Arch Biosphere (FABR) Stewardship Projects, 2002-2014",10813,Dataset,RELEASED,2014-12-04 09:12:00.437001,329,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,The Globalization of Personal Data (GPD) Project International Survey on Privacy and Surveillance,10334,Dataset,RELEASED,2013-06-13 14:09:57.396000,26272,0,0,0,0,1,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Violence Risk Appraisal Guide - Revised, 2013",12053,Dataset,RELEASED,2016-09-02 08:50:10.695000,107113,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Institute Dataverse,"Global Threats, 2014 [Canada]",11970,Dataset,RELEASED,2016-08-11 15:06:05.614000,2286,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse>Angus Reid Institute Dataverse,"Baggage Fees, 2014 [Canada]",11977,Dataset,RELEASED,2016-08-11 15:05:25.431000,2681,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"3D Laser Images of a road cut at Ivy Lea, Ontario (2007), underground in Sudbury, Ontario (2007), underground in Thompson, Manitoba (2009)",10860,Dataset,RELEASED,2015-01-26 10:27:55.771000,2485653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,"Perspectives on Municipal Waste Management in Kingston, Ontario, 2012",11926,Dataset,RELEASED,2016-07-06 15:36:00.148001,2594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,None
Queen's University Dataverse,Queen's University Library Research Data Archive Dataverse,Test Study,10434,Dataset,DEACCESSIONED,2013-06-24 15:26:19.213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
